"Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"3/8/2007","17:00:00",0.244,0.116,235.57,1.2,0,0,0
"3/8/2007","18:00:00",0.14,0,238.13,0.6,0,0,0
"3/8/2007","19:00:00",0.234,0.128,237.3,1.2,0,0,0
"3/8/2007","20:00:00",0.222,0.094,235.26,1,0,0,0
"3/8/2007","21:00:00",0.204,0.088,236.16,1,0,0,0
"3/8/2007","22:00:00",0.238,0.122,235.41,1.2,0,0,0
"3/8/2007","23:00:00",0.14,0,236.29,0.6,0,0,0
"4/8/2007","00:00:00",1.812,0.196,232.88,7.8,0,0,0
"4/8/2007","01:00:00",0.594,0,234.65,2.4,0,0,0
"4/8/2007","02:00:00",0.46,0.086,234.3,2,0,0,0
"4/8/2007","03:00:00",0.488,0.116,235.27,2,0,0,0
"4/8/2007","04:00:00",0.1,0,236.78,0.4,0,0,0
"4/8/2007","05:00:00",0.26,0.222,236.15,1.4,0,0,0
"4/8/2007","06:00:00",0.2,0.118,234.59,1,0,0,0
"4/8/2007","07:00:00",0.1,0,237.43,0.4,0,0,0
"4/8/2007","08:00:00",0.26,0.22,236.02,1.4,0,0,0
"4/8/2007","09:00:00",1.256,0.106,234.46,5.2,0,0,17
"4/8/2007","10:00:00",1.468,0.074,233.21,6.4,0,0,17
"4/8/2007","11:00:00",1.542,0.242,232.97,6.6,0,1,16
"4/8/2007","12:00:00",1.478,0,234.31,6.4,0,0,17
"4/8/2007","13:00:00",1.312,0.078,233.81,5.6,0,0,17
"4/8/2007","14:00:00",1.348,0.106,233.69,5.8,0,0,17
"4/8/2007","15:00:00",1.264,0,235.5,5.2,0,0,17
"4/8/2007","16:00:00",0.336,0.126,236.86,1.4,0,0,0
"4/8/2007","17:00:00",0.318,0.102,238.45,1.4,0,0,0
"4/8/2007","18:00:00",0.402,0.228,237.45,2,0,0,0
"4/8/2007","19:00:00",0.27,0,236.01,1.2,0,0,0
"4/8/2007","20:00:00",0.276,0.046,237.22,1.2,0,0,0
"4/8/2007","21:00:00",0.416,0.214,234.38,2,0,0,0
"4/8/2007","22:00:00",0.44,0.084,231.56,2.2,0,0,0
"4/8/2007","23:00:00",1.18,0.102,233.76,5,0,0,0
"5/8/2007","00:00:00",2.792,0,229.4,12,0,0,16
"5/8/2007","01:00:00",1.172,0.098,230.86,5,0,0,17
"5/8/2007","02:00:00",0.1,0,232.71,0.4,0,0,0
"5/8/2007","03:00:00",0.252,0.13,233.52,1.4,0,0,0
"5/8/2007","04:00:00",0.21,0.088,233.64,1,0,0,0
"5/8/2007","05:00:00",0.102,0,234.72,0.4,0,0,0
"5/8/2007","06:00:00",0.2,0.122,235.32,1,0,0,0
"5/8/2007","07:00:00",0.102,0,236.07,0.4,0,0,0
"5/8/2007","08:00:00",0.268,0.218,235.01,1.4,0,0,0
"5/8/2007","09:00:00",0.278,0.092,235.3,1.2,0,0,0
"5/8/2007","10:00:00",1.82,0.21,236.85,8.2,0,0,17
"5/8/2007","11:00:00",1.628,0.1,236.22,6.8,0,0,17
"5/8/2007","12:00:00",1.508,0.22,234.25,6.4,0,0,16
"5/8/2007","13:00:00",1.172,0.076,232.88,5,0,0,17
"5/8/2007","14:00:00",0.264,0.216,234.72,1.4,0,0,0
"5/8/2007","15:00:00",0.172,0.098,236.84,0.8,0,0,0
"5/8/2007","16:00:00",0.258,0.22,235.74,1.4,0,0,0
"5/8/2007","17:00:00",0.104,0,237.36,0.4,0,0,0
"5/8/2007","18:00:00",0.196,0.13,237.36,1,0,0,0
"5/8/2007","19:00:00",0.102,0,236.05,0.4,0,0,0
"5/8/2007","20:00:00",0.196,0.124,236.04,1,0,0,0
"5/8/2007","21:00:00",0.102,0,236.11,0.4,0,0,0
"5/8/2007","22:00:00",0.198,0.122,235.36,1,0,0,0
"5/8/2007","23:00:00",1.116,0,234.5,4.6,0,0,17
"6/8/2007","00:00:00",0.206,0.122,235.95,1,0,0,0
"6/8/2007","01:00:00",2.666,0.18,233.02,11.4,0,0,17
"6/8/2007","02:00:00",1.208,0.104,233.92,5,0,0,16
"6/8/2007","03:00:00",0.196,0.12,235.54,1,0,0,0
"6/8/2007","04:00:00",0.156,0,235.16,1,0,0,0
"6/8/2007","05:00:00",0.268,0.216,235.06,1.4,0,0,0
"6/8/2007","06:00:00",0.172,0.096,236.64,0.8,0,0,0
"6/8/2007","07:00:00",0.204,0.126,237.69,1,0,0,0
"6/8/2007","08:00:00",1.296,0.098,235.41,5.4,0,0,17
"6/8/2007","09:00:00",2.022,0.192,231.79,8.6,0,0,17
"6/8/2007","10:00:00",1.958,0.106,229.77,8.4,0,0,16
"6/8/2007","11:00:00",1.26,0.068,231.65,5.4,1,0,17
"6/8/2007","12:00:00",1.296,0.188,233.5,5.6,0,0,17
"6/8/2007","13:00:00",1.198,0.064,232.91,5,0,0,17
"6/8/2007","14:00:00",0.31,0.184,232.75,1.6,0,0,0
"6/8/2007","15:00:00",0.136,0,235.18,0.6,0,0,0
"6/8/2007","16:00:00",0.23,0.11,235.58,1,0,0,0
"6/8/2007","17:00:00",0.136,0,236.32,0.6,0,0,0
"6/8/2007","18:00:00",0.23,0.112,236.69,1,0,0,0
"6/8/2007","19:00:00",0.208,0.088,237.74,1,0,0,0
"6/8/2007","20:00:00",0.226,0.104,233.5,1,0,0,0
"6/8/2007","21:00:00",0.136,0,235.51,0.6,0,0,0
"6/8/2007","22:00:00",0.226,0.102,233.01,1,0,0,0
"6/8/2007","23:00:00",0.322,0.206,235.08,1.6,0,0,0
"7/8/2007","00:00:00",3.328,0.08,232.73,14.2,0,0,17
"7/8/2007","01:00:00",0.874,0.1,236.23,3.6,0,0,0
"7/8/2007","02:00:00",0.42,0,236.27,1.8,0,0,0
"7/8/2007","03:00:00",0.194,0.11,234.98,1,0,0,0
"7/8/2007","04:00:00",0.328,0.08,236.24,1.4,0,0,0
"7/8/2007","05:00:00",0.24,0.18,235.62,1.2,0,0,0
"7/8/2007","06:00:00",0.204,0.108,234.96,1,0,0,0
"7/8/2007","07:00:00",0.1,0,237.55,0.4,0,0,0
"7/8/2007","08:00:00",0.274,0.204,235.08,1.4,0,0,0
"7/8/2007","09:00:00",1.26,0,233.84,5.4,0,0,17
"7/8/2007","10:00:00",1.51,0.102,231.2,6.6,0,0,17
"7/8/2007","11:00:00",1.398,0.088,232.4,6,0,1,16
"7/8/2007","12:00:00",1.166,0,231.48,5,0,1,16
"7/8/2007","13:00:00",1.194,0.096,232.99,5,0,0,16
"7/8/2007","14:00:00",1.094,0,232.03,4.6,0,0,16
"7/8/2007","15:00:00",1.392,0.216,233.57,6,0,0,16
"7/8/2007","16:00:00",1.378,0.092,233.46,5.8,0,0,17
"7/8/2007","17:00:00",1.882,0.11,232.58,8,0,0,16
"7/8/2007","18:00:00",3.63,0.174,232.8,16,0,46,0
"7/8/2007","19:00:00",0.776,0.076,234.4,3.2,0,0,0
"7/8/2007","20:00:00",0.808,0.104,234.83,3.4,0,0,0
"7/8/2007","21:00:00",0.716,0,235.64,3,0,0,0
"7/8/2007","22:00:00",0.812,0.112,236.86,3.4,0,0,0
"7/8/2007","23:00:00",0.796,0.09,238.74,3.2,0,0,0
"8/8/2007","00:00:00",1.472,0.092,231.82,6.2,0,0,0
"8/8/2007","01:00:00",1.542,0.094,230.86,6.6,0,0,16
"8/8/2007","02:00:00",1.168,0.074,231.84,5,0,0,17
"8/8/2007","03:00:00",1.204,0.106,233.98,5,0,0,17
"8/8/2007","04:00:00",0.102,0,233.98,0.4,0,0,0
"8/8/2007","05:00:00",0.172,0.088,234,0.8,0,0,0
"8/8/2007","06:00:00",0.268,0.208,232.87,1.4,0,0,0
"8/8/2007","07:00:00",0.106,0,237.56,0.4,0,0,0
"8/8/2007","08:00:00",0.196,0.118,234.16,1,0,0,0
"8/8/2007","09:00:00",1.562,0.066,230.91,6.6,0,0,16
"8/8/2007","10:00:00",1.488,0.08,232.32,6.4,1,0,17
"8/8/2007","11:00:00",4.804,0.192,228.93,21.4,35,21,16
"8/8/2007","12:00:00",1.16,0,234.35,4.8,0,0,16
"8/8/2007","13:00:00",1.206,0,234.93,5,0,0,17
"8/8/2007","14:00:00",1.336,0.204,235.67,5.6,0,0,17
"8/8/2007","15:00:00",1.162,0,234.65,4.8,0,0,17
"8/8/2007","16:00:00",0.31,0.22,237.16,1.6,0,0,0
"8/8/2007","17:00:00",0.148,0,237.49,0.6,0,0,0
"8/8/2007","18:00:00",0.22,0.098,238.78,1,0,0,0
"8/8/2007","19:00:00",0.24,0.114,234.43,1,0,0,0
"8/8/2007","20:00:00",0.222,0.086,234.37,1,0,0,0
"8/8/2007","21:00:00",0.146,0,234,0.6,0,0,0
"8/8/2007","22:00:00",0.242,0.116,235.44,1,0,0,0
"8/8/2007","23:00:00",0.15,0,237.57,0.6,0,0,0
"9/8/2007","00:00:00",3.966,0,233.05,17,0,35,0
"9/8/2007","01:00:00",1.626,0.192,232.74,7,0,0,16
"9/8/2007","02:00:00",0.102,0,234.65,0.4,0,0,0
"9/8/2007","03:00:00",0.104,0,235.19,0.4,0,0,0
"9/8/2007","04:00:00",0.314,0.212,234.25,1.6,0,0,0
"9/8/2007","05:00:00",0.102,0,234.89,0.4,0,0,0
"9/8/2007","06:00:00",0.102,0,233.46,0.4,0,0,0
"9/8/2007","07:00:00",0.274,0.214,234.84,1.4,0,0,0
"9/8/2007","08:00:00",1.1,0,232.84,4.6,0,0,17
"9/8/2007","09:00:00",1.234,0,233.27,5.2,0,0,17
"9/8/2007","10:00:00",1.216,0.2,233.74,5.4,0,0,11
"9/8/2007","11:00:00",3.316,0,229.45,14.8,0,23,16
"9/8/2007","12:00:00",3.15,0,230.53,13.6,0,34,17
"9/8/2007","13:00:00",1.272,0.198,233.46,5.4,0,0,17
"9/8/2007","14:00:00",1.104,0,233.07,4.6,0,0,17
"9/8/2007","15:00:00",0.102,0,234.07,0.4,0,0,0
"9/8/2007","16:00:00",0.276,0.216,234.99,1.4,0,0,0
"9/8/2007","17:00:00",0.102,0,234.45,0.4,0,0,0
"9/8/2007","18:00:00",0.184,0.106,235.64,0.8,0,0,0
"9/8/2007","19:00:00",0.204,0.122,235.99,1,0,0,0
"9/8/2007","20:00:00",0.182,0.1,237.44,0.8,0,0,0
"9/8/2007","21:00:00",0.194,0.12,235.07,1,0,0,0
"9/8/2007","22:00:00",0.202,0.112,232.36,1,0,0,0
"9/8/2007","23:00:00",0.102,0,235.66,0.4,0,0,0
"10/8/2007","00:00:00",0.27,0.218,235.57,1.4,0,0,0
"10/8/2007","01:00:00",1.328,0.11,235.78,5.6,0,0,17
"10/8/2007","02:00:00",0.102,0,234.62,0.4,0,0,0
"10/8/2007","03:00:00",0.196,0.12,235.29,1,0,0,0
"10/8/2007","04:00:00",0.278,0.188,235.53,1.6,0,0,0
"10/8/2007","05:00:00",0.164,0.082,234.89,0.8,0,0,0
"10/8/2007","06:00:00",0.196,0.12,235.03,1,0,0,0
"10/8/2007","07:00:00",0.208,0.122,236.37,1,0,0,0
"10/8/2007","08:00:00",0.102,0,235.73,0.4,0,0,0
"10/8/2007","09:00:00",3.572,0.37,229.07,15.6,31,1,16
"10/8/2007","10:00:00",4.228,0.194,229.8,18.6,0,48,16
"10/8/2007","11:00:00",3.274,0.106,228.49,14.2,0,33,16
"10/8/2007","12:00:00",1.196,0.098,232.7,5,0,0,16
"10/8/2007","13:00:00",1.164,0,232.79,5,0,1,16
"10/8/2007","14:00:00",1.204,0.096,233.14,5.2,0,1,17
"10/8/2007","15:00:00",1.226,0.12,233.08,5.2,0,0,16
"10/8/2007","16:00:00",0.138,0,235.09,0.6,0,0,0
"10/8/2007","17:00:00",0.14,0,236.05,0.6,0,1,0
"10/8/2007","18:00:00",0.222,0.134,236.71,1,0,1,0
"10/8/2007","19:00:00",0.158,0,235.52,1,0,1,0
"10/8/2007","20:00:00",0.136,0,237.24,0.6,0,0,0
"10/8/2007","21:00:00",0.226,0.134,234.26,1.2,0,0,0
"10/8/2007","22:00:00",0.136,0,232.88,0.6,0,0,0
"10/8/2007","23:00:00",0.162,0.05,234.57,0.8,0,0,0
"11/8/2007","00:00:00",2.096,0.138,232.83,9,0,1,17
"11/8/2007","01:00:00",0.144,0,236.15,0.6,0,1,0
"11/8/2007","02:00:00",0.216,0.124,233.57,1,0,1,0
"11/8/2007","03:00:00",0.238,0.158,234.95,1.2,0,1,0
"11/8/2007","04:00:00",0.122,0,234.83,0.6,0,1,0
"11/8/2007","05:00:00",0.138,0,234.4,0.6,0,1,0
"11/8/2007","06:00:00",0.232,0.146,234.06,1.2,0,1,0
"11/8/2007","07:00:00",0.122,0,235.6,0.6,0,0,0
"11/8/2007","08:00:00",0.118,0,234.38,0.6,0,0,0
"11/8/2007","09:00:00",1.494,0.18,234.04,6.4,0,0,17
"11/8/2007","10:00:00",1.402,0.13,234.59,6,0,0,17
"11/8/2007","11:00:00",4.108,0.106,231.01,17.8,43,0,17
"11/8/2007","12:00:00",1.258,0.1,234.29,5.4,0,1,17
"11/8/2007","13:00:00",1.14,0,235.7,4.8,0,0,17
"11/8/2007","14:00:00",1.126,0,235.32,4.8,0,0,17
"11/8/2007","15:00:00",1.218,0.106,235.09,5.2,0,0,17
"11/8/2007","16:00:00",1.122,0,234.97,4.6,0,0,17
"11/8/2007","17:00:00",1.14,0,234.88,4.8,0,0,17
"11/8/2007","18:00:00",0.206,0.12,236.01,1,0,0,0
"11/8/2007","19:00:00",0.104,0,235.82,0.4,0,0,0
"11/8/2007","20:00:00",0.266,0.218,236.08,1.4,0,0,0
"11/8/2007","21:00:00",0.216,0.124,237.77,1,0,0,0
"11/8/2007","22:00:00",0.104,0,235.79,0.4,0,0,0
"11/8/2007","23:00:00",0.25,0.17,237.47,1.4,0,0,0
"12/8/2007","00:00:00",1.78,0.068,235.09,7.4,0,0,0
"12/8/2007","01:00:00",0.468,0,236.64,2,0,0,0
"12/8/2007","02:00:00",0.198,0.122,235.69,1,0,0,0
"12/8/2007","03:00:00",1.192,0.052,235.36,5,0,0,17
"12/8/2007","04:00:00",0.104,0,237.09,0.4,0,0,0
"12/8/2007","05:00:00",0.2,0.126,236.81,1,0,0,0
"12/8/2007","06:00:00",0.104,0,236.56,0.4,0,0,0
"12/8/2007","07:00:00",0.182,0.1,236.79,0.8,0,0,0
"12/8/2007","08:00:00",0.204,0.124,236.03,1,0,0,0
"12/8/2007","09:00:00",1.328,0,233.45,5.6,0,0,16
"12/8/2007","10:00:00",1.278,0.102,232.81,5.4,0,0,17
"12/8/2007","11:00:00",1.482,0.164,233.6,6.4,0,4,17
"12/8/2007","12:00:00",1.124,0,235.14,4.8,0,0,17
"12/8/2007","13:00:00",1.294,0.204,235.7,5.4,0,0,17
"12/8/2007","14:00:00",0.104,0,236.61,0.4,0,0,0
"12/8/2007","15:00:00",0.104,0,236.62,0.4,0,0,0
"12/8/2007","16:00:00",0.27,0.228,238.22,1.4,0,0,0
"12/8/2007","17:00:00",0.106,0,237.74,0.4,0,0,0
"12/8/2007","18:00:00",0.194,0.124,239.08,1,0,0,0
"12/8/2007","19:00:00",0.264,0.204,236.75,1.4,0,0,0
"12/8/2007","20:00:00",0.106,0,237.96,0.4,0,0,0
"12/8/2007","21:00:00",0.2,0.124,237.52,1,0,0,0
"12/8/2007","22:00:00",2.878,0.208,231.48,12.4,0,0,16
"12/8/2007","23:00:00",3.172,0.092,233.38,13.6,0,0,16
"13/8/2007","00:00:00",3.204,0.182,233.18,13.6,0,4,17
"13/8/2007","01:00:00",1.33,0.056,232.65,5.6,0,4,17
"13/8/2007","02:00:00",1.326,0.244,234.44,5.6,0,0,17
"13/8/2007","03:00:00",0.14,0,234.62,0.6,0,1,0
"13/8/2007","04:00:00",0.136,0,235.24,0.6,0,1,0
"13/8/2007","05:00:00",0.31,0.246,235.17,1.6,0,1,0
"13/8/2007","06:00:00",0.148,0,235.09,0.8,0,1,0
"13/8/2007","07:00:00",0.242,0.166,237.29,1.2,0,1,0
"13/8/2007","08:00:00",0.562,0.26,236.05,2.6,0,1,0
"13/8/2007","09:00:00",2.028,0.068,233.27,8.6,0,0,17
"13/8/2007","10:00:00",1.502,0.212,233.32,6.4,0,0,17
"13/8/2007","11:00:00",1.172,0.074,232.91,5,0,0,17
"13/8/2007","12:00:00",1.11,0,233.34,4.6,0,0,17
"13/8/2007","13:00:00",1.198,0.102,232.94,5,0,0,16
"13/8/2007","14:00:00",1.102,0,232.93,4.6,0,0,17
"13/8/2007","15:00:00",1.268,0.19,234.76,5.4,0,0,17
"13/8/2007","16:00:00",1.122,0,235.31,4.6,0,0,17
"13/8/2007","17:00:00",0.1,0,234.33,0.4,0,0,0
"13/8/2007","18:00:00",0.266,0.222,236.46,1.4,0,0,0
"13/8/2007","19:00:00",0.104,0,238.34,0.4,0,0,0
"13/8/2007","20:00:00",0.194,0.124,236.13,1,0,0,0
"13/8/2007","21:00:00",0.22,0.144,239.12,1.2,0,0,0
"13/8/2007","22:00:00",0.104,0,238.32,0.4,0,0,0
"13/8/2007","23:00:00",1.456,0.146,237.6,6,0,0,0
"14/8/2007","00:00:00",2.204,0,236.25,9.2,0,0,17
"14/8/2007","01:00:00",0.266,0.222,236.28,1.4,0,0,0
"14/8/2007","02:00:00",0.104,0,237.8,0.4,0,0,0
"14/8/2007","03:00:00",0.104,0,237.97,0.4,0,0,0
"14/8/2007","04:00:00",0.276,0.228,237.74,1.4,0,0,0
"14/8/2007","05:00:00",0.104,0,237.72,0.4,0,0,0
"14/8/2007","06:00:00",0.16,0.078,237.63,0.8,0,0,0
"14/8/2007","07:00:00",0.206,0.126,237.58,1,0,0,0
"14/8/2007","08:00:00",0.28,0.116,237.13,1.4,0,0,0
"14/8/2007","09:00:00",1.496,0.22,235.58,6.4,0,0,17
"14/8/2007","10:00:00",1.292,0.098,235.41,5.4,0,0,17
"14/8/2007","11:00:00",1.156,0,234.11,4.8,0,0,16
"14/8/2007","12:00:00",1.25,0.102,234.44,5.2,0,0,17
"14/8/2007","13:00:00",1.216,0.074,233.3,5.2,0,0,17
"14/8/2007","14:00:00",0.234,0.116,234.8,1.2,0,0,0
"14/8/2007","15:00:00",0.142,0,236.6,0.6,0,0,0
"14/8/2007","16:00:00",0.22,0.092,236.32,1,0,0,0
"14/8/2007","17:00:00",0.238,0.12,235.98,1.2,0,0,0
"14/8/2007","18:00:00",0.146,0,239.8,0.8,0,0,0
"14/8/2007","19:00:00",0.24,0.136,239.81,1.2,0,0,0
"14/8/2007","20:00:00",0.168,0,240.11,0.8,0,0,0
"14/8/2007","21:00:00",0.146,0,240.47,0.8,0,0,0
"14/8/2007","22:00:00",0.244,0.136,239.82,1.2,0,0,0
"14/8/2007","23:00:00",2.684,0.202,238.14,11.2,0,3,0
"15/8/2007","00:00:00",2.05,0.224,238.17,8.6,0,4,0
"15/8/2007","01:00:00",1.69,0,235.02,7.2,0,0,17
"15/8/2007","02:00:00",1.232,0.094,236.99,5.2,0,0,17
"15/8/2007","03:00:00",0.234,0.172,238.97,1.2,0,1,0
"15/8/2007","04:00:00",0.13,0,239.34,0.6,0,0,0
"15/8/2007","05:00:00",0.222,0.156,239.47,1.2,0,0,0
"15/8/2007","06:00:00",0.202,0.128,238.77,1,0,1,0
"15/8/2007","07:00:00",0.24,0.174,239.11,1.2,0,1,0
"15/8/2007","08:00:00",0.148,0,239.79,0.8,0,0,0
"15/8/2007","09:00:00",1.46,0.114,239.8,6,0,0,17
"15/8/2007","10:00:00",1.366,0.144,239.13,5.6,0,0,18
"15/8/2007","11:00:00",3.072,0.412,234.18,13.2,0,0,17
"15/8/2007","12:00:00",2.166,0.306,237.89,9.4,0,4,17
"15/8/2007","13:00:00",1.15,0,238.14,4.8,0,0,18
"15/8/2007","14:00:00",1.268,0.128,240.97,5.2,0,0,17
"15/8/2007","15:00:00",1.278,0.12,241.55,5.2,0,0,18
"15/8/2007","16:00:00",0.108,0,242.69,0.4,0,0,0
"15/8/2007","17:00:00",0.208,0.15,243.66,1,0,0,0
"15/8/2007","18:00:00",0.18,0.118,243.31,0.8,0,0,0
"15/8/2007","19:00:00",0.202,0.142,241.57,1,0,0,0
"15/8/2007","20:00:00",0.108,0,242.78,0.4,0,0,0
"15/8/2007","21:00:00",0.276,0.246,241.78,1.4,0,0,0
"15/8/2007","22:00:00",0.132,0,239.29,0.8,0,0,0
"15/8/2007","23:00:00",0.108,0,241.5,0.4,0,0,0
"16/8/2007","00:00:00",2.27,0.142,238.19,9.4,0,0,0
"16/8/2007","01:00:00",1.316,0,238.2,5.4,0,0,18
"16/8/2007","02:00:00",0.432,0.234,239.46,2,0,0,0
"16/8/2007","03:00:00",0.104,0,240.07,0.4,0,0,0
"16/8/2007","04:00:00",0.112,0,239.65,0.6,0,0,0
"16/8/2007","05:00:00",0.286,0.24,240.28,1.4,0,0,0
"16/8/2007","06:00:00",0.104,0,239.68,0.4,0,0,0
"16/8/2007","07:00:00",0.398,0.144,239.17,1.8,0,0,0
"16/8/2007","08:00:00",1.42,0,239.68,5.8,0,0,18
"16/8/2007","09:00:00",2.106,0.128,236.02,9,0,0,17
"16/8/2007","10:00:00",1.534,0.224,236.76,6.6,0,0,17
"16/8/2007","11:00:00",3.374,0.07,233.62,14.4,36,0,17
"16/8/2007","12:00:00",1.252,0.12,238.95,5.2,0,0,18
"16/8/2007","13:00:00",1.158,0,238.4,4.8,0,0,18
"16/8/2007","14:00:00",0.278,0.236,240.12,1.4,0,0,0
"16/8/2007","15:00:00",0.106,0,238.31,0.4,0,0,0
"16/8/2007","16:00:00",0.108,0,241.5,0.4,0,0,0
"16/8/2007","17:00:00",0.212,0.136,240.66,1,0,0,0
"16/8/2007","18:00:00",0.18,0.104,239.82,0.8,0,0,0
"16/8/2007","19:00:00",0.202,0.134,239.46,1,0,0,0
"16/8/2007","20:00:00",0.108,0,241.84,0.4,0,0,0
"16/8/2007","21:00:00",0.278,0.244,241.27,1.4,0,0,0
"16/8/2007","22:00:00",0.108,0,240.62,0.4,0,0,0
"16/8/2007","23:00:00",0.11,0,242.89,0.4,0,0,0
"17/8/2007","00:00:00",3.038,0.136,237.27,12.8,0,0,18
"17/8/2007","01:00:00",1.238,0.098,239.62,5.2,0,0,18
"17/8/2007","02:00:00",1.248,0.122,238.77,5.2,0,0,18
"17/8/2007","03:00:00",0.106,0,240.27,0.4,0,0,0
"17/8/2007","04:00:00",0.16,0.056,240.84,1,0,0,0
"17/8/2007","05:00:00",0.208,0.14,240.17,1,0,0,0
"17/8/2007","06:00:00",0.106,0,240.12,0.4,0,0,0
"17/8/2007","07:00:00",3.502,0.15,236.41,14.8,0,0,17
"17/8/2007","08:00:00",3.01,0.11,237.51,12.6,0,0,18
"17/8/2007","09:00:00",1.222,0.086,239.08,5,0,0,18
"17/8/2007","10:00:00",1.25,0.116,238.99,5.2,0,0,17
"17/8/2007","11:00:00",0.102,0,239.94,0.4,0,0,0
"17/8/2007","12:00:00",0.198,0.134,241.12,1,0,0,0
"17/8/2007","13:00:00",0.104,0,240.98,0.4,0,0,0
"17/8/2007","14:00:00",0.14,0,241.92,0.8,0,0,0
"17/8/2007","15:00:00",0.204,0.132,240.53,1,0,0,0
"17/8/2007","16:00:00",0.104,0,241.91,0.4,0,0,0
"17/8/2007","17:00:00",0.2,0.138,242.13,1,0,0,0
"17/8/2007","18:00:00",0.104,0,241.78,0.4,0,0,0
"17/8/2007","19:00:00",0.102,0,240.41,0.4,0,0,0
"17/8/2007","20:00:00",0.206,0.144,243.71,1,0,0,0
"17/8/2007","21:00:00",0.176,0.108,241.84,0.8,0,0,0
"17/8/2007","22:00:00",0.198,0.134,240.93,1,0,0,0
"17/8/2007","23:00:00",0.106,0,244.01,0.4,0,0,0
"18/8/2007","00:00:00",0.182,0.108,241.9,0.8,0,0,0
"18/8/2007","01:00:00",0.206,0.136,241.5,1,0,0,0
"18/8/2007","02:00:00",0.104,0,241.51,0.4,0,0,0
"18/8/2007","03:00:00",0.202,0.144,243.53,1,0,0,0
"18/8/2007","04:00:00",0.178,0.106,241.9,0.8,0,0,0
"18/8/2007","05:00:00",0.104,0,242.01,0.4,0,0,0
"18/8/2007","06:00:00",0.204,0.136,241.56,1,0,0,0
"18/8/2007","07:00:00",0.104,0,242.36,0.4,0,0,0
"18/8/2007","08:00:00",1.33,0.22,240.03,5.6,0,0,17
"18/8/2007","09:00:00",0.104,0,241.08,0.4,0,0,0
"18/8/2007","10:00:00",0.102,0,239.1,0.4,0,0,0
"18/8/2007","11:00:00",0.2,0.132,240.24,1,0,0,0
"18/8/2007","12:00:00",0.174,0.102,240.1,0.8,0,0,0
"18/8/2007","13:00:00",0.196,0.128,239.13,1,0,0,0
"18/8/2007","14:00:00",0.214,0.136,241.82,1,0,0,0
"18/8/2007","15:00:00",0.102,0,240.31,0.4,0,0,0
"18/8/2007","16:00:00",0.27,0.236,240.97,1.4,0,0,0
"18/8/2007","17:00:00",0.104,0,241.68,0.4,0,0,0
"18/8/2007","18:00:00",0.198,0.134,241.51,1,0,0,0
"18/8/2007","19:00:00",0.18,0.078,240.68,1,0,0,0
"18/8/2007","20:00:00",1.244,0.092,240.99,5,0,0,18
"18/8/2007","21:00:00",0.202,0.142,242.73,1,0,0,0
"18/8/2007","22:00:00",0.102,0,239.52,0.4,0,0,0
"18/8/2007","23:00:00",0.196,0.132,240.2,1,0,0,0
"19/8/2007","00:00:00",0.208,0.13,240.27,1.2,0,0,0
"19/8/2007","01:00:00",0.102,0,239.95,0.4,0,0,0
"19/8/2007","02:00:00",0.2,0.13,240.27,1,0,0,0
"19/8/2007","03:00:00",0.104,0,241.81,0.4,0,0,0
"19/8/2007","04:00:00",0.262,0.236,243.36,1.4,0,0,0
"19/8/2007","05:00:00",0.104,0,241.95,0.4,0,0,0
"19/8/2007","06:00:00",0.104,0,241.81,0.4,0,0,0
"19/8/2007","07:00:00",0.278,0.238,241.41,1.4,0,0,0
"19/8/2007","08:00:00",1.166,0,240.24,4.8,0,0,17
"19/8/2007","09:00:00",0.196,0.126,239.03,1,0,0,0
"19/8/2007","10:00:00",0.104,0,240.51,0.4,0,0,0
"19/8/2007","11:00:00",0.176,0.098,238.93,0.8,0,0,0
"19/8/2007","12:00:00",0.2,0.13,239.73,1,0,0,0
"19/8/2007","13:00:00",0.104,0,241.34,0.4,0,0,0
"19/8/2007","14:00:00",0.37,0.308,239.17,2,0,0,0
"19/8/2007","15:00:00",0.57,0.232,240.98,2.4,0,0,0
"19/8/2007","16:00:00",3.486,0.13,236.73,14.6,1,36,17
"19/8/2007","17:00:00",3.092,0.206,237.94,13.6,15,37,0
"19/8/2007","18:00:00",2.094,0.252,239.73,9,0,27,0
"19/8/2007","19:00:00",2.62,0,237.96,11,0,36,0
"19/8/2007","20:00:00",1.31,0,239.2,5.4,0,0,17
"19/8/2007","21:00:00",3.418,0.134,236.02,14.6,0,29,17
"19/8/2007","22:00:00",1.568,0.12,238.17,6.6,0,1,17
"19/8/2007","23:00:00",0.23,0.148,241.4,1.2,0,0,0
"20/8/2007","00:00:00",0.204,0.114,240.48,1,0,0,0
"20/8/2007","01:00:00",0.136,0,240.58,0.6,0,0,0
"20/8/2007","02:00:00",0.212,0.114,240.74,1,0,0,0
"20/8/2007","03:00:00",0.226,0.146,241.19,1.2,0,0,0
"20/8/2007","04:00:00",0.222,0.146,240.68,1.2,0,0,0
"20/8/2007","05:00:00",0.186,0.11,240.49,0.8,0,0,0
"20/8/2007","06:00:00",0.11,0,239.91,0.4,0,0,0
"20/8/2007","07:00:00",0.21,0.144,241.52,1,0,0,0
"20/8/2007","08:00:00",1.432,0.21,238.35,6,0,0,18
"20/8/2007","09:00:00",1.276,0,242.71,5.2,0,0,18
